R<ID>;S<ID>'s;Formula's;SMILES;k;klo;kup;N
R107;S96 -> S32;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];5.241090e+10;1.842851e+10;1.138831e+11;5
R107*;S32 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.744665e+10;0
R108;S96 -> S40;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];1.048218e+10;4.440601e+08;4.994935e+10;1
R108*;S40 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.992887e+11;0
R109;S96 -> S45;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O];1.048218e+10;4.440601e+08;4.994935e+10;1
R109*;S45 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H]2N([C@H](N1N([O])[O])[C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.051871e+11;0
R110;S96 -> S87;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O];1.048218e+10;4.440601e+08;4.994935e+10;1
R110*;S87 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N/N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.279618e+12;0
R111;S96 -> S88;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O];1.048218e+10;4.440601e+08;4.994935e+10;1
R111*;S88 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](N([C@H]1N(N([O])[O])/C=C/[N]N([O])[O])N([O])[O])/C=N\N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.367914e+11;0
R112;S96 -> S101 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1[C@H]2N=C[C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])[O],[O]N=O;1.048218e+10;4.440601e+08;4.994935e+10;1
R112*;S101 + S106 -> S96;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1[C@H]2N=C[C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])[O],[O]N=O:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.510075e+12;0
R113;S97 + S106 -> S59;C6H6N12O12 + NO2 -> C6H6N13O14;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N=O:[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O];2.438057e+09;1.032842e+08;1.161775e+10;1
R113*;S59 -> S97 + S106;C6H6N13O14 -> C6H6N12O12 + NO2;[O]N(ON([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;2.995732e+12;0
R114;S97 -> S40;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];1.447178e+10;6.130728e+08;6.896047e+10;1
R114*;S40 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;4.992887e+11;0
R115;S97 -> S41;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N(/N=C\[C@H]1N([CH][C@H](N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])[N]N([O])[O])N([O])[O])[O];1.447178e+10;6.130728e+08;6.896047e+10;1
R115*;S41 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N(/N=C\[C@H]1N([CH][C@H](N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;8.810977e+11;0
R116;S97 -> S85;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(C=CN([C@H]2N([C@H]1N(N([O])[O])[C@H]2[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O];2.894356e+10;4.392193e+09;9.263708e+10;2
R116*;S85 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(C=CN([C@H]2N([C@H]1N(N([O])[O])[C@H]2[N]N([O])[O])N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;2.496444e+12;0
R117;S97 -> S86;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O];2.894356e+10;4.392193e+09;9.263708e+10;2
R117*;S86 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H](/C=N/N([O])[O])N([C@H]2N([C@H]1N([CH]2)N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.497866e+13;0
R118;S97 -> S92 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O],[O]N=O;5.788712e+10;1.746686e+10;1.364720e+11;4
R118*;S92 + S106 -> S97;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])[O],[O]N=O:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;1.744710e+10;0
R119;S97 -> S95 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O],[O]N=O;1.447178e+10;6.130728e+08;6.896047e+10;1
R119*;S95 + S106 -> S97;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2C=N[CH][C@H](N([C@H]1[N]N([O])[O])N([O])[O])N2N([O])[O])[O],[O]N=O:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;9.746245e+09;0
R120;S97 -> S96;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O];1.447178e+10;6.130728e+08;6.896047e+10;1
R120*;S96 -> S97;C6H6N12O12 -> C6H6N12O12;[O]N([N][C@H]1N(N([O])[O])[C@H]2N(N([O])[O])[C@H]3[CH]N([C@H]1N([C@H]2N3N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N(N([O])[O])[C@H]2[CH]N([C@H]3N([C@H]1N(N([O])[O])[C@H]3N2N([O])[O])N([O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;3.140181e+10;0
R121;S98 -> S2 + S99;C6H6N12O13 -> N2O3 + C6H6N10O10;[O]N([N][C@H]1N([CH][C@H](N([C@H]1N(N([O])[O])[CH]/C=N\N([O])[O])N([O])[O])N(N([O])[O])[O])N([O])[O])[O]:O=NN([O])[O],[O]N([N][C@H]1[C@H]2N(C=CN([C@H](N1N([O])[O])[CH]N2N([O])[O])N([O])[O])N([O])[O])[O];1.000000e+13;4.236333e+11;4.765168e+13;1
R121*;S2 + S99 -> S98;N2O3 + C6H6N10O10 -> C6H6N12O13;O=NN([O])[O],[O]N([N][C@H]1[C@H]2N(C=CN([C@H](N1N([O])[O])[CH]N2N([O])[O])N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1N([CH][C@H](N([C@H]1N(N([O])[O])[CH]/C=N\N([O])[O])N([O])[O])N(N([O])[O])[O])N([O])[O])[O];0.000000e+00;0.000000e+00;5.466758e+11;0
R122;S100 -> S7 + S106;C6H6N12O13 -> C6H6N11O11 + NO2;[O]N([N][C@H]1[C@H]2N(N([O])[O])[C@H]([C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])N(N([O])[O])[O])[O]:O=N[C@H]1[C@H]2N(N([O])[O])[C@H]([C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[N]N([O])[O],[O]N=O;7.142857e+11;3.025952e+10;3.403692e+12;1
R122*;S7 + S106 -> S100;C6H6N11O11 + NO2 -> C6H6N12O13;O=N[C@H]1[C@H]2N(N([O])[O])[C@H]([C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])[N]N([O])[O],[O]N=O:[O]N([N][C@H]1[C@H]2N(N([O])[O])[C@H]([C@H](N1N([O])[O])N(C=CN2N([O])[O])N([O])[O])N(N([O])[O])[O])[O];0.000000e+00;0.000000e+00;2.577186e+12;0
R123;S101 + S106 -> S32;C6H6N11O10 + NO2 -> C6H6N12O12;[O]N([N][C@H]1[C@H]2N=C[C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])[O],[O]N=O:[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O];1.505500e+12;6.377800e+10;7.173961e+12;1
R123*;S32 -> S101 + S106;C6H6N12O12 -> C6H6N11O10 + NO2;[O]N(/N=C/[C@H]1N(N([O])[O])[C@H]2[C@H](N1N([O])[O])N([CH][C@H](N2N([O])[O])[N]N([O])[O])N([O])[O])[O]:[O]N([N][C@H]1[C@H]2N=C[C@H]3N([C@H](N1N([O])[O])[C@H](N2N([O])[O])N3N([O])[O])N([O])[O])[O],[O]N=O;0.000000e+00;0.000000e+00;3.744665e+10;0
R124;S105 + S106 -> S60;C6H6N12O12 + NO2 -> C6H6N13O14;[O]N1/N=C/[C@H]2N(N([O])[O])[C@H]3N([C@H](N(O1)N([O])[O])[CH]N([C@H]3N2N([O])[O])N([O])[O])N([O])[O],[O]N=O:[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O];2.007333e+12;8.503733e+10;9.565281e+12;1
R124*;S60 -> S105 + S106;C6H6N13O14 -> C6H6N12O12 + NO2;[O]N(ON([N][C@H]1[C@H]2N([CH][C@H](N2N([O])[O])N([C@H](N1N([O])[O])/C=N\N([O])[O])N([O])[O])N([O])[O])[O])[O]:[O]N1/N=C/[C@H]2N(N([O])[O])[C@H]3N([C@H](N(O1)N([O])[O])[CH]N([C@H]3N2N([O])[O])N([O])[O])N([O])[O],[O]N=O;0.000000e+00;0.000000e+00;1.497866e+13;0
