 ************************ Laplacian bond order matrix ************************
             1             2             3             4             5      
     3    0.00000000    0.00000000    0.00000000    0.00000000    0.00000218
     4    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     5    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     6    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     7    0.00000122    0.00000000    0.00000000    0.00000000    0.00000000
     8    0.00000074    0.00000009    0.00000000    0.00000000    0.00000000
     9    0.00000000    0.00000000    0.00000034    0.00000000    0.00000085
    10    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    11    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    12    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    13    0.00000000    0.00000000    0.00000005    0.00000000    0.00000000
    14    0.00006126    0.00000334    0.00000000    0.00000000    0.00000000
    15    0.57670118    0.00000000    0.00000000    0.60765539    0.00000000
    16    0.00000000    0.00000000    0.60722629    0.00000000    0.00000000
    17    0.00000000    0.57493514    0.00000000    0.00000000    0.00000000
    18    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    19    0.00000389    0.00000000    0.00000000    0.00000212    0.00000000
    20    0.00000000    0.00000000    0.00000286    0.00000000    0.00000000
    21    0.00000000    0.00000000    0.00002830    0.00000000    0.00000299
    22    0.00000000    0.00000000    0.00000000    0.00019783    0.00000000
    23    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    24    0.00000000    0.00000000    0.00000000    0.00000000    0.58630814
    25    0.00000000    0.00000000    0.00001390    0.00000000    0.00000000
    26    0.57677914    0.00000000    0.00000000    0.00001080    0.00000000
    27    0.00000000    0.57495353    0.00000000    0.00000000    0.00000000
    28    0.00000000    0.00000000    0.60727174    0.00000000    0.00000000
    29    0.00001080    0.00000000    0.00000000    0.60787262    0.00000000
    30    0.00000000    0.00000000    0.00000000    0.00000000    0.58633004
    31    0.00000000    0.00000000    0.00000000    0.00000234    0.00000000
    32    0.00000000    0.00000000    0.00000000    0.00000414    0.00000000
    33    0.00000000    0.00000004    0.00000000    0.00000000    0.00000000
    34    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    35    0.00000000    0.00001444    0.00000000    0.00000000    0.00000000
    36    0.00000000    0.00000000    0.00000000    0.00000000    0.00001588
            31            32            33            34            35      
     1    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     2    0.00000000    0.00000000    0.00000007    0.00000000    0.00000000
     3    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     4    0.00000000    0.00000009    0.00000000    0.00000000    0.00000000
     5    0.00000014    0.00000000    0.00000000    0.00000000    0.00000222
     6    0.00000000    0.00000000    0.00000000    0.00000867    0.00000000
     7    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
     8    0.00000000    0.00000000    0.00000002    0.00000000    0.00000000
     9    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    10    0.00000000    0.00000001    0.00000000    0.00000000    0.00000000
    11    0.00000111    0.00000000    0.00000000    0.00000000    0.00000072
    12    0.00000000    0.00000000    0.00000000    0.00000235    0.00000000
    13    0.00000000    0.00000000    0.00000399    0.00000472    0.00000000
    14    0.00000008    0.00000000    0.00000000    0.00000000    0.00000374
    15    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    16    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    17    0.00000000    0.00000000    0.00000000    0.00000006    0.61835830
    18    0.00000315    0.00000426    0.00000000    0.00000000    0.00000000
    19    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    20    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    21    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    22    0.63186169    0.56790666    0.00000000    0.00000000    0.00000000
    23    0.00000000    0.00000000    0.62195834    0.60706424    0.00000000
    24    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    25    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    26    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    27    0.00000000    0.00000000    0.00000004    0.00000000    0.00001444
    28    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    29    0.00000234    0.00000414    0.00000000    0.00000000    0.00000000
    30    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
    31    0.63188205    0.00001354    0.00000000    0.00000000    0.00000001
    32    0.00001354    0.56792869    0.00000000    0.00000000    0.00000000
    33    0.00000000    0.00000000    0.62197288    0.00001042    0.00000000
    34    0.00000000    0.00000000    0.00001042    0.60709052    0.00000007
    35    0.00000001    0.00000000    0.00000000    0.00000007    0.61837951
    36    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
            36      
     1    0.00000000
     2    0.00000000
     3    0.00000000
     4    0.00000000
     5    0.00000000
     6    0.00000061
     7    0.00000000
     8    0.00000000
     9    0.00000000
    10    0.00000000
    11    0.00000000
    12    0.00000147
    13    0.00000000
    14    0.00000000
    15    0.00000000
    16    0.00000000
    17    0.00000000
    18    0.00000000
    19    0.00000000
    20    0.00000000
    21    0.00000388
    22    0.00000000
    23    0.00000000
    24    0.54239865
    25    0.00000000
    26    0.00000000
    27    0.00000000
    28    0.00000000
    29    0.00000000
    30    0.00001588
    31    0.00000000
    32    0.00000000
    33    0.00000000
    34    0.00000000
    35    0.00000000
    36    0.54242049
